20,14,49
59,6,49
0,29,49
4,22,49
26,6,49
63,16,49
22,0,49
61,20,49
35,0,49
24,16,49
60,30,49
17,22,49
47,13,49
45,22,49
18,34,49
63,2,49
24,2,49
14,10,49
43,34,49
18,33,49
34,17,49
57,25,49
1,30,49
0,27,49
27,25,49
14,9,49
43,5,49
64,23,49
1,32,49
5,22,49
56,1,49
51,6,49
40,29,49
43,0,49
52,30,49
55,16,49
29,20,49
18,0,49
20,13,49
39,13,49
12,10,49
35,34,49
22,34,49
67,30,49
24,15,49
4,24,49
31,25,49
56,3,49
49,25,49
49,4,49
5,18,49
8,9,49
30,0,49
17,20,49
51,0,49
16,16,49
43,6,49
0,1,49
32,1,49
6,22,49
26,34,49
15,17,49
10,10,49
4,20,49
59,34,49
62,12,49
24,13,49
0,3,49
67,26,49
41,25,49
19,25,49
64,21,49
26,33,49
20,15,49
2,30,49
24,14,49
4,18,49
10,9,49
59,0,49
20,16,49
2,32,49
26,0,49
40,1,49
7,22,49
67,28,49
5,20,49
8,10,49
0,31,49
51,34,49
30,34,49
13,17,49
28,13,49
54,12,49
64,25,49
40,3,49
23,25,49
33,25,49
17,18,49
3,6,49
9,22,49
55,3,49
1,6,49
21,17,49
14,21,49
56,2,49
44,34,49
40,13,49
42,22,49
12,25,49
10,4,49
56,16,49
26,30,49
59,30,49
2,33,49
36,0,49
39,29,49
60,6,49
55,1,49
32,14,49
22,26,49
0,14,49
36,5,49
5,17,49
2,34,49
24,3,49
11,22,49
2,0,49
12,21,49
45,17,49
17,17,49
26,32,49
36,34,49
0,13,49
14,25,49
67,6,49
32,13,49
22,28,49
51,30,49
44,0,49
30,30,49
24,1,49
4,17,49
29,17,49
32,15,49
0,15,49
10,21,49
67,5,49
13,22,49
46,25,49
2,6,49
39,3,49
57,12,49
8,25,49
40,2,49
38,21,49
67,0,49
60,34,49
55,29,49
20,1,49
1,33,49
39,1,49
18,30,49
14,4,49
43,30,49
42,20,49
52,0,49
38,19,49
54,4,49
3,34,49
30,26,49
1,34,49
8,21,49
42,18,49
3,0,49
18,32,49
1,0,49
15,22,49
38,25,49
10,25,49
1,5,49
48,13,49
30,28,49
0,2,49
52,34,49
36,6,49
0,16,49
60,0,49
67,34,49
32,16,49
22,30,49
67,33,49
51,18,49
36,17,49
54,3,49
24,25,49
41,13,49
18,22,49
14,3,49
6,6,49
55,21,49
17,34,49
45,34,49
5,0,49
38,29,49
61,6,49
54,1,49
25,6,49
21,0,49
26,20,49
57,16,49
4,34,49
58,30,49
37,0,49
59,20,49
55,19,49
28,19,49
21,5,49
14,1,49
0,11,49
10,29,49
67,7,49
59,18,49
44,17,49
26,18,49
28,25,49
55,25,49
0,12,49
23,13,49
33,13,49
12,3,49
7,6,49
37,34,49
24,21,49
31,2,49
4,0,49
49,2,49
21,34,49
29,6,49
5,34,49
50,30,49
45,0,49
51,20,49
17,0,49
24,19,49
17,5,49
12,1,49
47,25,49
16,25,49
38,3,49
7,5,49
0,10,49
34,32,49
65,0,49
25,34,49
61,34,49
19,2,49
7,0,49
20,21,49
10,3,49
4,6,49
26,22,49
56,12,49
27,13,49
14,27,49
18,20,49
29,0,49
6,34,49
42,30,49
53,0,49
38,1,49
17,6,49
10,1,49
14,29,49
51,24,49
67,17,49
29,5,49
20,19,49
55,4,49
20,25,49
39,25,49
10,31,49
18,18,49
64,2,49
53,34,49
6,0,49
16,21,49
33,2,49
29,34,49
51,22,49
5,6,49
30,22,49
0,9,49
7,34,49
34,30,49
67,8,49
61,0,49
25,0,49
65,34,49
46,1,49
21,6,49
55,23,49
24,4,49
61,5,49
46,34,49
42,13,49
7,1,49
40,22,49
60,25,49
29,3,49
8,34,49
20,17,49
67,19,49
0,24,49
10,0,49
38,5,71
36,4,49
13,16,49
58,16,49
57,30,49
67,21,49
10,5,49
38,0,49
37,29,49
29,1,49
38,34,49
10,33,49
6,1,49
32,22,49
0,22,49
34,13,49
61,3,49
25,3,49
10,34,49
16,17,49
67,25,49
14,6,49
15,16,49
46,5,49
8,0,49
49,30,49
46,0,49
61,1,49
54,6,49
25,1,49
59,12,49
5,1,49
36,21,49
62,34,49
12,34,49
0,18,49
28,17,49
67,4,49
32,18,49
55,17,49
21,3,49
44,25,49
37,3,49
36,19,49
54,5,49
14,0,49
46,6,49
21,1,49
37,1,49
41,30,49
14,5,49
54,0,49
48,22,49
4,1,49
1,4,49
67,23,49
6,29,49
51,12,49
54,34,49
44,21,49
14,34,49
24,17,49
17,3,49
36,25,49
64,30,49
44,19,49
12,0,49
10,6,49
6,27,49
17,1,49
62,0,49
12,5,71
32,20,49
0,20,49
67,1,49
4,23,49
41,22,49
59,2,49
16,34,49
47,34,49
15,10,49
51,15,49
30,15,49
38,17,49
5,4,49
25,25,49
21,4,49
13,9,49
1,31,49
0,26,49
6,25,49
67,3,49
36,29,49
64,24,49
24,6,49
7,21,49
20,0,49
59,16,49
26,16,49
56,30,49
39,0,49
22,13,49
35,13,49
0,28,49
39,34,49
13,10,49
20,34,49
26,15,49
46,17,49
1,1,49
27,18,49
29,25,49
64,22,49
60,3,49
3,1,49
2,29,49
15,9,49
45,4,49
17,4,49
65,25,49
7,25,49
60,1,49
30,16,49
48,30,49
1,3,49
47,0,49
67,31,49
6,21,49
16,0,49
51,16,49
43,2,49
24,34,49
14,17,49
63,34,49
11,10,49
58,12,49
67,29,49
26,13,49
45,25,49
36,3,49
17,25,49
5,19,49
0,32,49
7,4,49
4,25,49
51,14,49
30,14,49
67,27,49
2,31,49
29,4,49
9,9,49
28,0,49
5,21,49
18,16,49
40,30,49
55,0,49
36,1,49
55,34,49
9,10,49
17,21,49
28,34,49
30,13,49
51,13,49
44,3,49
2,1,49
21,25,49
37,25,49
41,18,49
6,4,49
4,19,49
1,29,49
26,14,49
5,25,49
17,19,49
11,9,49
64,20,49
24,5,49
61,4,49
63,0,49
24,0,49
0,30,49
4,21,49
